Name,Ratings,Position,Version,PS,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,Country
Segundo Castillo,71,CDM,,0,2,3,76,68,61,69,73,74,"178cm | 5'10""",0,-,-,Pachuca,Ecuador
Mateus Galiano da Costa,71,ST,,0,3,3,89,67,61,72,54,62,"174cm | 5'9""",0,-,-,CD Nacional,Angola
Tom De Sutter,71,ST,,0,3,4,72,68,60,64,62,79,"192cm | 6'4""",0,-,-,RSC Anderlecht,Belgium
Baiano,71,RB,,0,3,2,84,61,69,73,67,61,"177cm | 5'10""",0,-,-,SC Braga,Brazil
Sven Kums,71,CM,,0,2,4,65,65,72,67,58,63,"176cm | 5'9""",0,-,-,sc Heerenveen,Belgium
Zlatan Ljubijankic,71,ST,,0,3,4,80,65,66,69,62,77,"184cm | 6'0""",0,-,-,KAA Gent,Slovenia
Marcelo Lomba do Nascimento,71,GK,,0,1,2,74,69,69,74,31,73,"187cm | 6'2""",0,-,-,Bahia,Brazil
Sebastian Boenisch,71,LB,,0,2,4,68,55,65,58,76,71,"191cm | 6'3""",0,-,-,Werder Bremen,Poland
Pontus Wernbloom,71,CM,,0,2,2,62,65,67,59,74,66,"186cm | 6'1""",0,-,-,AZ Alkmaar,Sweden
Marvin Emnes,71,ST,,0,4,4,85,68,62,71,58,53,"180cm | 5'11""",0,-,-,Middlesbrough,Netherlands
George Leandro Abreu de Lima,71,CAM,,0,4,3,83,67,68,73,48,57,"169cm | 5'7""",0,-,-,A. Florianópolis,Brazil
Miguel Pinto,71,GK,,0,1,3,73,69,67,74,59,71,"183cm | 6'0""",0,-,-,Atlas,Chile
Hugo Droguett,71,LM,,0,3,2,79,62,68,74,56,56,"172cm | 5'8""",0,-,-,Cruz Azul,Chile
Adam Rooney,71,ST,,0,2,3,71,67,55,70,52,73,"178cm | 5'10""",0,-,-,Birmingham City,Republic of Ireland
Mikael Lustig,71,RB,,0,3,3,76,60,67,66,68,71,"189cm | 6'2""",0,-,-,Rosenborg BK,Sweden
Viktor Elm,71,CM,,0,2,3,38,70,68,61,71,64,"192cm | 6'4""",0,-,-,sc Heerenveen,Sweden
Mbaye Leye,71,ST,,0,3,4,79,68,66,71,57,79,"182cm | 6'0""",0,-,-,Standard de Liège,Senegal
Nuno Coelho,71,CDM,,0,3,3,59,45,66,59,71,76,"183cm | 6'0""",0,-,-,SC Beira Mar,Portugal
Ismaïl Aissati,71,CAM,,0,3,4,68,63,67,76,41,54,"174cm | 5'9""",0,-,-,Ajax,Morocco
Dimitar Rangelov,71,ST,,0,3,2,75,69,56,69,58,73,"183cm | 6'0""",0,-,-,Energie Cottbus,Bulgaria
Everton Ramos da Silva,71,LW,,0,3,4,76,69,54,76,50,68,"178cm | 5'10""",0,-,-,Heracles Almelo,Brazil
Beñat,71,CM,,0,2,3,66,70,68,66,64,54,"175cm | 5'9""",0,-,-,Real Betis Balompié S.A.D. ,Spain
Héctor Mancilla,71,ST,,0,3,3,65,67,62,70,58,74,"179cm | 5'10""",0,-,-,Tigres U.A.N.L.,Chile
Ümit Korkmaz,71,LM,,0,4,4,80,62,68,75,51,64,"174cm | 5'9""",0,-,-,Eintracht Frankfurt,Austria
Ángel,71,ST,,0,3,3,81,61,50,79,47,63,"172cm | 5'8""",0,-,-,Elche Club de Fútbol S.A.D.,Spain
Baye Djiby Fall,71,ST,,0,2,4,76,67,41,68,55,72,"187cm | 6'2""",0,-,-,Lokomotiv Moskva,Senegal
José Francisco Torres,71,CM,,0,3,3,73,66,68,68,59,59,"169cm | 5'7""",0,-,-,Pachuca,United States
Gabriel Obertan,71,RM,,0,4,4,84,58,69,74,56,63,"186cm | 6'1""",0,-,-,Newcastle United,France
Karim Matmour,71,CF,,0,3,3,82,68,65,76,48,62,"181cm | 5'11""",0,-,-,Eintracht Frankfurt,Algeria
Miguel Pallardó González,71,CDM,,0,2,3,67,59,63,62,70,63,"173cm | 5'8""",0,-,-,Levante Unión Deportiva S.A.D.,Spain
Ryan Donk,71,CB,,0,2,3,78,43,64,67,73,76,"192cm | 6'4""",0,-,-,Club Brugge KV,Netherlands
Takayuki Morimoto,71,ST,,0,3,4,83,67,60,68,56,67,"180cm | 5'11""",0,-,-,Novara,Japan
Marius Žaliukas,71,CB,,0,2,3,71,40,46,56,77,66,"191cm | 6'3""",0,-,-,Heart of Midlothian,Lithuania
Antonio Narciso,71,GK,,0,1,2,69,68,60,76,30,74,"185cm | 6'1""",0,-,-,Grosseto,Italy
Adrián González,71,LM,,0,3,3,71,59,70,73,54,56,"183cm | 6'0""",0,-,-,Real Racing Club S.A.D.,Spain
Radoslaw Majewski,71,CAM,,0,3,4,71,70,69,74,50,58,"170cm | 5'7""",0,-,-,Nottingham Forest,Poland
Hamdi Salihi,71,ST,,0,3,3,68,69,48,67,52,77,"185cm | 6'1""",0,-,-,SK Rapid Wien,Albania
Rinaldo Cruzado,71,CM,,0,3,3,66,57,68,67,72,65,"180cm | 5'11""",0,-,-,Chievo Verona,Peru
Omar Cummings,71,ST,,0,3,4,87,68,62,70,53,66,"178cm | 5'10""",0,-,-,Colorado Rapids,Jamaica
Ben Sahar,71,ST,,0,3,4,81,68,52,75,44,62,"180cm | 5'11""",0,-,-,AJ Auxerre,Israel
Craig Cathcart,71,CB,,0,2,2,68,32,54,50,72,80,"188cm | 6'2""",0,-,-,Blackpool,Northern Ireland
Saša Ognenovski,71,CB,,0,2,3,57,58,49,36,76,74,"195cm | 6'5""",0,-,-,Seongnam Ilhwa Chunma,Australia
Adam Lallana,71,CAM,,0,4,4,70,66,66,75,50,52,"173cm | 5'8""",0,-,-,Southampton,England
Martin Fenin,71,ST,,0,3,5,78,64,62,73,49,76,"181cm | 5'11""",0,-,-,Energie Cottbus,Czech Republic
Emir Bajrami,71,RW,,0,3,2,79,66,61,76,51,57,"178cm | 5'10""",0,-,-,FC Twente,Sweden
Willian Thiego de Jesus,71,CB,,0,2,3,56,34,45,33,74,74,"188cm | 6'2""",0,-,-,Bahia,Brazil
João Marcos Alves Ferreira,71,CM,,0,2,3,73,60,72,74,66,66,"177cm | 5'10""",0,-,-,C. Nordeste,Brazil
Paul Alo'o Efoulou,71,ST,,0,3,3,76,70,62,73,46,71,"176cm | 5'9""",0,-,-,A.S. Nancy Lorraine,Cameroon
Blazej Augustyn,71,CB,,0,2,4,54,51,51,51,76,67,"191cm | 6'3""",0,-,-,Catania,Poland
Robson Severino da Silva,71,CB,,0,2,3,58,51,55,51,74,76,"186cm | 6'1""",0,-,-,C. Funchal,Brazil
Matteo Rubin,71,LB,,0,2,3,78,49,68,63,69,65,"184cm | 6'0""",0,-,-,Parma,Italy
Jay Spearing,71,CM,,0,2,3,70,62,69,68,68,74,"168cm | 5'6""",0,-,-,Liverpool,England
Max Kruse,71,LM,,0,3,4,70,66,70,71,60,63,"181cm | 5'11""",0,-,-,FC St. Pauli,Germany
Dominique Sosso Malonga,71,ST,,0,3,3,71,68,54,68,56,72,"186cm | 6'1""",0,-,-,A.C. Cesena,France
Nicolai Müller,71,LM,,0,3,3,77,60,65,76,38,61,"173cm | 5'8""",0,-,-,1. FSV Mainz 05,Germany
Alexandre Cuvillier,71,LM,,0,2,2,67,63,71,73,54,57,"182cm | 6'0""",0,-,-,A.S. Nancy Lorraine,France
Sandro Wagner,71,ST,,0,3,4,65,74,50,62,61,68,"194cm | 6'4""",0,-,-,Werder Bremen,Germany
Ádám Bogdán,71,GK,,0,1,3,73,71,64,73,42,71,"194cm | 6'4""",0,-,-,Bolton Wanderers,Hungary
Adrien Silva,71,CM,,0,2,4,70,56,69,70,69,66,"175cm | 5'9""",0,-,-,Académica Coimbra,Portugal
Massimo Volta,71,CB,,0,2,3,65,38,50,50,73,78,"184cm | 6'0""",0,-,-,Sampdoria,Italy
Washington Luiz Mascaranhas Silva,71,ST,,0,3,2,58,64,46,62,61,86,"187cm | 6'2""",0,-,-,C. Nordeste,Brazil
Demar Phillips,71,LM,,0,2,3,89,63,63,77,63,57,"168cm | 5'6""",0,-,-,Aalesunds FK,Jamaica
Jordon Mutch,71,CM,,0,2,3,72,69,74,66,67,63,"184cm | 6'0""",0,-,-,Birmingham City,England
Brek Shea,71,LM,,0,3,3,75,68,69,72,68,70,"191cm | 6'3""",0,-,-,FC Dallas,United States
Anele Ngcongca,71,RB,,0,2,3,81,54,68,68,69,72,"179cm | 5'10""",0,-,-,KRC Genk,South Africa
Joffre Guerrón,71,RW,,0,3,2,93,66,61,71,64,69,"179cm | 5'10""",0,-,-,Atlético Paranaense,Ecuador
Moussa Maâzou,71,ST,,0,3,2,85,69,51,60,55,75,"186cm | 6'1""",0,-,-,SV Zulte-Waregem,Niger
Guillermo Molins,71,RW,,0,3,3,84,68,59,75,56,48,"184cm | 6'0""",0,-,-,RSC Anderlecht,Sweden
Alan Gatagov,71,LM,,0,3,4,73,47,70,68,61,62,"180cm | 5'11""",0,-,-,Dinamo Moskva,Russia
Andrey Ivanov,71,LB,,0,2,2,73,47,66,60,71,64,"179cm | 5'10""",0,-,-,Lokomotiv Moskva,Russia
Renan Henrique Oliveira Vieira,71,CAM,,0,4,3,72,69,66,79,47,63,"182cm | 6'0""",0,-,-,Atlético Mineiro,Brazil
Frédéric Sammaritano,71,CAM,,0,3,3,78,61,67,76,41,36,"162cm | 5'4""",0,-,-,AC Ajaccio,France
Johannes Flum,71,CM,,0,2,3,63,66,70,66,74,66,"190cm | 6'3""",0,-,-,SC Freiburg,Germany
Andrea Catellani,71,CF,,0,4,4,74,70,70,77,48,54,"180cm | 5'11""",0,-,-,Catania,Italy
Carlos Miguel Mondim Saleiro,71,ST,,0,3,3,65,68,64,70,54,72,"185cm | 6'1""",0,-,-,Servette FC,Portugal
Dorege Kouemaha,71,ST,,0,3,2,71,69,54,68,62,74,"190cm | 6'3""",0,-,-,1. FC Kaiserslautern,Cameroon
Jamie Murphy,71,CF,,0,2,3,82,68,65,74,52,70,"175cm | 5'9""",0,-,-,Motherwell,Scotland
Bastian Oczipka,71,LB,,0,2,3,71,53,74,73,72,71,"184cm | 6'0""",0,-,-,Bayer 04 Leverkusen,Germany
Artur Sobiech,71,ST,,0,2,3,70,65,53,68,51,76,"185cm | 6'1""",0,-,-,Hannover 96,Poland
Victor Sánchez,71,CM,,0,3,3,72,59,71,67,64,63,"174cm | 5'9""",0,-,-,Neuchâtel Xamax,Spain
Julian Baumgartlinger,71,CDM,,0,2,4,65,58,62,67,73,69,"181cm | 5'11""",0,-,-,1. FSV Mainz 05,Austria
Santiago Morero,71,CB,,0,2,3,51,41,56,45,74,72,"184cm | 6'0""",0,-,-,Chievo Verona,Argentina
Lúcio Teófilo da Silva,71,ST,,0,3,3,84,64,49,65,55,72,"184cm | 6'0""",0,-,-,Ulsan Hyundai Horang-i,Brazil
Guido Marilungo,71,CF,,0,3,3,84,68,60,70,51,63,"176cm | 5'9""",0,-,-,A. Bergamo,Italy
David Templeton,71,LM,,0,4,5,87,66,66,72,61,58,"176cm | 5'9""",0,-,-,Heart of Midlothian,Scotland
Marcelo Aparecido Toscano,71,ST,,0,2,4,70,71,68,71,54,68,"184cm | 6'0""",0,-,-,Vitória de Guimarães,Brazil
De Marcos,71,CM,,0,3,4,87,61,60,74,67,66,"180cm | 5'11""",0,-,-,Athletic Club de Bilbao,Spain
John Brayford,71,RB,,0,2,3,72,52,66,58,71,69,"173cm | 5'8""",0,-,-,Derby County,England
Emmanuel Frimpong,71,CDM,,0,2,3,74,60,67,69,72,62,"178cm | 5'10""",0,-,-,Arsenal,England
Nathaniel Clyne,71,RB,,0,3,3,85,48,68,74,70,66,"175cm | 5'9""",0,-,-,Crystal Palace,England
Míchel,71,CAM,,0,3,3,77,66,68,73,53,60,"181cm | 5'11""",0,-,-,Hércules Club de Fútbol S.A.D.,Spain
Kamil Glik,71,CB,,0,2,2,59,30,44,36,75,74,"190cm | 6'3""",0,-,-,F. Torino,Poland
Franco Zuculini,71,CDM,,0,3,4,63,60,73,70,66,64,"176cm | 5'9""",0,-,-,Real Zaragoza S.A.D.,Argentina
Rodney Strasser,71,CDM,,0,2,3,71,60,70,68,71,60,"178cm | 5'10""",0,-,-,Lecce,Sierra Leone
Jéferson Rodrigues Gonçalves,71,CAM,,0,3,3,67,69,64,72,55,57,"180cm | 5'11""",0,-,-,Kansas City Wizards,Brazil
Lassad Nouioui,71,ST,,0,3,3,74,70,54,75,53,66,"188cm | 6'2""",0,-,-,Real Club Deportivo de La Coruña S.A.D.,Tunisia
Ivan Obradovic,71,LB,,0,2,4,77,55,72,69,69,67,"181cm | 5'11""",0,-,-,Real Zaragoza S.A.D.,Serbia
Nemanja Matic,71,CDM,,0,3,3,58,66,75,74,70,74,"194cm | 6'4""",0,-,-,Sport Lisboa Benfica,Serbia
Alexandr Kokorin,71,CF,,0,3,3,80,71,67,69,55,68,"183cm | 6'0""",0,-,-,Dinamo Moskva,Russia
Mauro Formica,71,CF,,0,3,3,77,67,69,75,51,61,"176cm | 5'9""",0,-,-,Blackburn Rovers,Argentina
Costel Pantilimon,71,GK,,0,1,2,68,68,70,74,48,75,"203cm | 6'8""",0,-,-,Manchester City,Romania
Escudero,71,LB,,0,3,3,77,57,70,72,64,64,"176cm | 5'9""",0,-,-,FC Schalke 04,Spain
Mensur Mujdža,71,RB,,0,2,3,73,63,68,71,72,66,"185cm | 6'1""",0,-,-,SC Freiburg,Croatia
Christian Clemens,71,RM,,0,3,4,79,66,68,74,54,62,"180cm | 5'11""",0,-,-,1. FC Köln,Germany
Julian Koch,71,RB,,0,2,3,73,54,67,67,72,74,"184cm | 6'0""",0,-,-,Borussia Dortmund,Germany
Danny Wilson,71,CB,,0,2,2,67,36,50,55,72,73,"187cm | 6'2""",0,-,-,Liverpool,Scotland
Nenad Tomovic,71,RB,,0,2,2,73,43,64,42,77,74,"184cm | 6'0""",0,-,-,Lecce,Serbia
Hugo Mallo,71,RB,,0,2,3,79,42,65,62,69,66,"180cm | 5'11""",0,-,-,Real Club Celta de Vigo S.A.D.,Spain
Ávine Junior Cardoso,71,LB,,0,2,2,82,61,78,76,68,54,"170cm | 5'7""",0,-,-,Bahia,Brazil
Tiago Pinto,71,LB,,0,2,2,75,57,69,73,70,69,"177cm | 5'10""",0,-,-,Rio Ave FC,Portugal
Lukas Schmitz,71,LB,,0,2,1,68,70,73,69,72,69,"184cm | 6'0""",0,-,-,Werder Bremen,Germany
Joel Robles,71,GK,,0,1,2,68,75,63,72,49,74,"193cm | 6'4""",0,-,-,Club Atlético de Madrid S.A.D.,Spain
Sergey Krivets,71,CAM,,0,4,4,80,66,74,68,57,62,"177cm | 5'10""",0,-,-,Lech Poznań,Belarus
Dedryck Boyata,71,CB,,0,2,3,71,30,57,38,74,73,"187cm | 6'2""",0,-,-,Bolton Wanderers,Belgium
Vitor Gomes Pereira,71,CM,,0,3,3,73,69,66,71,62,52,"170cm | 5'7""",0,-,-,Los Angeles Galaxy,Brazil
Leandro Bacuna,71,RW,,0,3,4,72,70,66,71,62,64,"187cm | 6'2""",0,-,-,FC Groningen,Netherlands
Josh McEachran,71,CM,,0,3,3,76,64,74,75,58,50,"178cm | 5'10""",0,-,-,Chelsea,England
Fabricio Manini,71,CB,,0,2,3,61,51,56,60,74,71,"184cm | 6'0""",0,-,-,C. Nordeste,Brazil
António Eduardo Pereira dos Santos,71,CB,,0,2,2,80,42,49,37,73,79,"188cm | 6'2""",0,-,-,Standard de Liège,Brazil
Wilson Eduardo,71,LW,,0,2,4,85,71,61,73,48,67,"176cm | 5'9""",0,-,-,S.C. Olhanense,Portugal
Osman Chávez,71,CB,,0,2,3,64,42,29,44,76,72,"187cm | 6'2""",0,-,-,Wisła Kraków,Honduras
Michele Camporese,71,CB,,0,2,3,69,40,45,50,71,75,"186cm | 6'1""",0,-,-,Fiorentina,Italy
Ryo Miyaichi,71,LW,,0,4,4,94,54,55,79,39,42,"183cm | 6'0""",0,-,-,Arsenal,Japan
Fernando Uribe,71,ST,,0,2,4,66,69,57,72,55,68,"181cm | 5'11""",0,-,-,Chievo Verona,Colombia
Gilberto Oliveira Souza Jr.,71,ST,,0,2,4,65,72,59,64,52,78,"178cm | 5'10""",0,-,-,I. Porto Alegre,Brazil
Víctor Ibarbo,71,CF,,0,2,3,87,68,72,73,72,69,"188cm | 6'2""",0,-,-,Cagliari,Colombia
Diego Rubio,71,ST,,0,2,3,75,67,66,70,47,67,"178cm | 5'10""",0,-,-,Sporting CP,Chile
Jonathan Zebina,70,CB,,0,2,3,47,55,70,62,73,72,"184cm | 6'0""",0,-,-,Stade Brestois 29,France
Felipe Dal Bello,70,CB,,0,2,3,57,47,64,56,70,71,"178cm | 5'10""",0,-,-,Fiorentina,Brazil
Massimo Donati,70,CDM,,0,2,3,63,64,70,60,71,68,"186cm | 6'1""",0,-,-,Bari,Italy
Alex Pinardi,70,CAM,,0,3,3,52,64,72,71,56,46,"180cm | 5'11""",0,-,-,Novara,Italy
Emanuele Belardi,70,GK,,0,1,1,68,70,60,71,49,75,"187cm | 6'2""",0,-,-,Udinese,Italy
Jon Daly,70,ST,,0,2,3,60,68,60,59,67,72,"191cm | 6'3""",0,-,-,Dundee United,Republic of Ireland
Ricardo Gardner,70,LM,,0,3,3,67,66,71,76,61,64,"175cm | 5'9""",0,-,-,Bolton Wanderers,Jamaica
Jody Craddock,70,CB,,0,2,3,33,42,46,43,72,74,"185cm | 6'1""",0,-,-,Wolverhampton Wanderers,England
Arnaud Le Lan,70,LB,,0,2,3,54,49,72,53,60,62,"171cm | 5'7""",0,-,-,FC Lorient Bretagne Sud,France
Damien Grégorini,70,GK,,0,1,2,70,74,64,71,42,74,"194cm | 6'4""",0,-,-,A.S. Nancy Lorraine,France
Rabiu Afolabi,70,CB,,0,2,3,70,46,54,53,72,78,"184cm | 6'0""",0,-,-,AS Monaco FC,Nigeria
Carl Hoefkens,70,RB,,0,2,3,61,50,61,43,76,72,"185cm | 6'1""",0,-,-,Club Brugge KV,Belgium
Ivan Leko,70,CAM,,0,3,3,50,70,74,68,56,52,"179cm | 5'10""",0,-,-,Sporting Lokeren OV,Croatia
Bernd Thijs,70,CDM,,0,2,4,38,67,68,58,73,74,"186cm | 6'1""",0,-,-,KAA Gent,Belgium
David Di Michele,70,ST,,0,3,4,72,68,56,79,46,42,"171cm | 5'7""",0,-,-,Lecce,Italy
Emiliano Bonazzoli,70,ST,,0,3,3,62,66,58,63,61,76,"192cm | 6'4""",0,-,-,Reggina,Italy
Levan Kobiashvili,70,LB,,0,3,3,54,60,74,70,68,66,"183cm | 6'0""",0,-,-,Hertha BSC,Georgia
Miguel Ángel Salgado Fernández,70,RB,,0,3,3,39,51,66,63,74,73,"174cm | 5'9""",0,-,-,Blackburn Rovers,Spain
Thorstein Helstad,70,ST,,0,2,3,53,72,61,69,58,73,"187cm | 6'2""",0,-,-,AS Monaco FC,Norway
Paul Ifill,70,RW,,0,4,4,72,65,59,78,54,52,"180cm | 5'11""",0,-,-,Wellington Phoenix,Barbados
Sylvain Wiltord,70,CF,,0,3,4,72,68,67,70,51,67,"174cm | 5'9""",0,-,-,FC Nantes,France
Paolo Orlandoni,70,GK,,0,1,1,72,68,64,68,51,75,"186cm | 6'1""",0,-,-,Inter,Italy
Oka Nikolov,70,GK,,0,1,2,72,64,59,73,61,73,"188cm | 6'2""",0,-,-,Eintracht Frankfurt,FYR Macedonia
Marcel Maltritz,70,CB,,0,2,3,53,47,53,43,72,72,"186cm | 6'1""",0,-,-,VfL Bochum,Germany
Otto Fredrikson,70,GK,,0,1,3,69,71,66,70,50,75,"189cm | 6'2""",0,-,-,Spartak Nalchik,Finland
Conor Casey,70,ST,,0,2,3,57,66,38,67,63,86,"188cm | 6'2""",0,-,-,Colorado Rapids,United States
André Lenz,70,GK,,0,1,3,71,70,56,71,35,73,"191cm | 6'3""",0,-,-,VfL Wolfsburg,Germany
Petter Hansson,70,CB,,0,2,2,43,55,57,49,72,76,"186cm | 6'1""",0,-,-,AS Monaco FC,Sweden
Kieron Dyer,70,CM,,0,3,3,70,62,74,74,60,57,"173cm | 5'8""",0,-,-,Queens Park Rangers,England
Alan Smith,70,CM,,0,3,3,54,69,64,65,73,77,"178cm | 5'10""",0,-,-,Newcastle United,England
Rickie Lambert,70,ST,,0,2,4,64,74,44,55,54,77,"188cm | 6'2""",0,-,-,Southampton,England
Jürgen Säumel,70,CM,,0,3,3,73,59,69,65,72,67,"184cm | 6'0""",0,-,-,SK Sturm Graz,Austria
Davide Brivio,70,LB,,0,2,2,66,50,67,61,74,62,"185cm | 6'1""",0,-,-,Lecce,Italy
Max von Schlebrügge,70,CB,,0,2,2,54,56,50,43,70,67,"188cm | 6'2""",0,-,-,Brøndby IF,Sweden
Tim Cornelisse,70,RB,,0,2,2,40,45,62,54,75,64,"185cm | 6'1""",0,-,-,FC Twente,Netherlands
Igor Budan,70,ST,,0,2,3,58,68,50,65,56,82,"185cm | 6'1""",0,-,-,Palermo,Croatia
Lee McCulloch,70,CDM,,0,3,3,62,66,64,67,78,75,"185cm | 6'1""",0,-,-,Rangers,Scotland
Dave Kitson,70,ST,,0,3,4,64,68,55,65,54,73,"191cm | 6'3""",0,-,-,Portsmouth,England
Woon Jae Lee,70,GK,,0,1,3,64,73,74,77,22,69,"182cm | 6'0""",0,-,-,Chunnam Dragons,Korea Republic
Sergio Pelegrín López,70,CB,,0,2,3,53,39,50,49,73,70,"184cm | 6'0""",0,-,-,Elche Club de Fútbol S.A.D.,Spain
Carmelo González Jiménez,70,RM,,0,3,4,68,59,67,77,52,54,"180cm | 5'11""",0,-,-,Real Sporting de Gijón S.A.D.,Spain
Borja Fernández,70,CDM,,0,2,3,51,66,73,54,74,65,"188cm | 6'2""",0,-,-,Real Club Deportivo de La Coruña S.A.D.,Spain
Mikel Labaka Zuariarrain,70,CB,,0,2,3,53,50,55,51,73,73,"185cm | 6'1""",0,-,-,Rayo Vallecano de Madrid S.A.D.,Spain
Alejandro Castro Fernández,70,CAM,,0,3,4,71,68,64,68,57,62,"175cm | 5'9""",0,-,-,Girona Fútbol Club S.A.D. ,Spain
Francisco Peña Romero,70,LB,,0,3,3,72,49,69,63,68,64,"170cm | 5'7""",0,-,-,Hércules Club de Fútbol S.A.D.,Spain
Julian De Guzmán,70,CM,,0,3,4,81,59,68,78,68,65,"169cm | 5'7""",0,-,-,Toronto FC,Canada
Wesley Sonck,70,ST,,0,2,4,68,69,60,66,51,72,"174cm | 5'9""",0,-,-,Lierse SK,Belgium
Mario Eggimann,70,CB,,0,2,3,39,40,48,43,72,75,"189cm | 6'2""",0,-,-,Hannover 96,Switzerland
Christofer Heimeroth,70,GK,,0,1,3,71,70,64,74,44,69,"194cm | 6'4""",0,-,-,Borussia M'gladbach,Germany
Julien Sablé,70,CM,,0,3,3,56,70,72,67,71,66,"181cm | 5'11""",0,-,-,OGC Nice,France
Eric Hassli,70,ST,,0,4,4,56,71,52,68,62,73,"193cm | 6'4""",0,-,-,Whitecaps FC,France
Dorus de Vries,70,GK,,0,1,3,71,68,77,78,54,64,"191cm | 6'3""",0,-,-,Wolverhampton Wanderers,Netherlands
Stephen Crainey,70,LB,,0,2,2,74,50,66,62,62,63,"175cm | 5'9""",0,-,-,Blackpool,Scotland
Ferrie Bodde,70,CM,,0,3,3,59,68,73,64,63,63,"178cm | 5'10""",0,-,-,Swansea City,Netherlands
Martin Bergvold,70,LM,,0,2,3,71,57,70,64,63,64,"184cm | 6'0""",0,-,-,FC København,Denmark
Djimi Traoré,70,LB,,0,2,3,68,50,54,57,73,75,"190cm | 6'3""",0,-,-,Olympique de Marseille,Mali
Christian Lell,70,RB,,0,2,2,81,40,65,59,72,69,"183cm | 6'0""",0,-,-,Hertha BSC,Germany
Bobby Convey,70,LM,,0,3,3,71,62,67,68,60,45,"175cm | 5'9""",0,-,-,San Jose Earthquakes,United States
Mohamed Adama Sarr,70,CB,,0,2,3,71,45,53,42,75,71,"186cm | 6'1""",0,-,-,KRC Genk,Senegal
Filip Daems,70,LB,,0,2,3,62,55,68,63,74,72,"181cm | 5'11""",0,-,-,Borussia M'gladbach,Belgium
Julio Arca,70,CM,,0,3,3,58,66,72,71,64,67,"175cm | 5'9""",0,-,-,Middlesbrough,Argentina
Paul McShane,70,CB,,0,2,3,63,41,56,42,71,76,"183cm | 6'0""",0,-,-,Hull City,Republic of Ireland
Reinaldo da Cruz Oliveira,70,ST,,0,2,4,65,70,63,72,55,78,"182cm | 6'0""",0,-,-,Bahia,Brazil
Rasmus Würtz,70,CDM,,0,2,3,61,61,61,65,70,71,"179cm | 5'10""",0,-,-,Aalborg BK,Denmark
Imre Szabics,70,ST,,0,3,4,75,68,58,69,55,72,"180cm | 5'11""",0,-,-,SK Sturm Graz,Hungary
Juan Gutiérrez Moreno,70,CB,,0,2,3,55,49,59,52,72,72,"182cm | 6'0""",0,-,-,Real Valladolid Club de Fútbol S.A.D.,Spain
Fábio Alves Félix,70,CDM,,0,2,3,56,58,67,65,72,75,"186cm | 6'1""",0,-,-,Bahia,Brazil
Thorben Marx,70,CDM,,0,2,3,55,65,70,63,71,68,"184cm | 6'0""",0,-,-,Borussia M'gladbach,Germany
Gilberto da Silva Melo,70,CAM,,0,3,3,60,70,77,77,72,61,"180cm | 5'11""",0,-,-,Cruzeiro,Brazil
Alexander Farnerud,70,CAM,,0,3,3,74,65,70,69,54,60,"184cm | 6'0""",0,-,-,BSC Young Boys,Sweden
Jorge López Marco,70,CF,,0,4,3,60,67,62,84,46,49,"177cm | 5'10""",0,-,-,Hércules Club de Fútbol S.A.D.,Spain
Byung Ji Kim,70,GK,,0,1,3,66,69,44,74,64,71,"184cm | 6'0""",0,-,-,GyeongNam FC,Korea Republic
Yong Dae Kim,70,GK,,0,1,3,69,69,69,71,35,70,"189cm | 6'2""",0,-,-,FC Seoul,Korea Republic
Garry O'Connor,70,ST,,0,3,3,74,65,53,66,60,74,"186cm | 6'1""",0,-,-,Hibernian,Scotland
Khalid Boulahrouz,70,RB,,0,2,3,71,40,59,64,75,70,"183cm | 6'0""",0,-,-,VfB Stuttgart,Netherlands
Aaron Mokoena,70,CDM,,0,2,3,60,43,58,63,71,75,"183cm | 6'0""",0,-,-,Portsmouth,South Africa
Franco Brienza,70,LM,,0,4,4,77,69,59,73,55,59,"171cm | 5'7""",0,-,-,Siena,Italy
Massimo Paci,70,CB,,0,2,2,54,39,59,36,77,69,"190cm | 6'3""",0,-,-,Novara,Italy
Ricardo Clark,70,CDM,,0,2,3,71,61,64,63,72,74,"178cm | 5'10""",0,-,-,Eintracht Frankfurt,United States
Shalrie Joseph,70,CM,,0,3,4,66,66,63,66,70,70,"191cm | 6'3""",0,-,-,New England Revolution,Grenada
Simone Loria,70,CB,,0,2,3,45,42,45,42,72,74,"186cm | 6'1""",0,-,-,Bologna,Italy
Christian Eigler,70,ST,,0,3,4,77,68,64,65,52,71,"185cm | 6'1""",0,-,-,1. FC Nürnberg,Germany
György Garics,70,RB,,0,2,2,78,57,70,66,68,57,"183cm | 6'0""",0,-,-,Bologna,Austria
Gonçalo Jardim Brandão,70,CB,,0,2,2,65,44,56,48,71,72,"182cm | 6'0""",0,-,-,Parma,Portugal
Shaun Maloney,70,CAM,,0,3,4,80,67,66,72,53,66,"170cm | 5'7""",0,-,-,Wigan Athletic,Scotland
Germán Lux,70,GK,,0,1,2,75,63,64,77,29,70,"186cm | 6'1""",0,-,-,Real Club Deportivo de La Coruña S.A.D.,Argentina
Arthur Boka,70,LB,,0,3,3,75,61,69,76,72,62,"166cm | 5'5""",0,-,-,VfB Stuttgart,Ivory Coast
Cristian Bertani,70,ST,,0,2,4,80,68,60,72,45,60,"171cm | 5'7""",0,-,-,Sampdoria,Italy
