Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
Inui,77,LM,Normal,400,3,3,M \ M,80,64,72,86,26,50,"169cm | 5'6""",1,378,1754,SD Eibar,LaLiga Santander ,Japan
Montoya,77,RB,Normal,800,2,4,H \ M,83,50,69,70,75,73,"174cm | 5'8""",-1,420,1929,Valencia CF,LaLiga Santander ,Spain
Yeray,77,CB,Normal,600,2,3,M \ H,68,49,56,60,76,76,"183cm | 6'0""",2,385,1793,Athletic Bilbao,LaLiga Santander ,Spain
Sandro,77,ST,Normal,1.4K,3,4,H \ M,78,80,64,78,27,66,"175cm | 5'8""",0,393,1812,Málaga CF,LaLiga Santander ,Spain
David García,77,CB,Normal,700,2,3,M \ M,58,45,64,58,77,78,"184cm | 6'0""",-1,380,1744,UD Las Palmas,LaLiga Santander ,Spain
Werner,77,ST,Normal,1.1K,3,4,M \ M,90,73,65,78,26,65,"180cm | 5'10""",6,397,1783,RB Leipzig,Bundesliga,Germany
Kaderábek,77,RB,Normal,700,2,2,H \ M,78,58,71,74,73,77,"182cm | 5'11""",1,431,1913,1899 Hoffenheim,Bundesliga,Czech Republic
Kolašinac,77,LB,Normal,800,2,2,M \ H,80,49,60,63,78,87,"183cm | 6'0""",9,417,1811,FC Schalke 04,Bundesliga,Bosnia Herzegovina
Schöpf,77,RM,Normal,400,4,5,H \ M,80,70,70,80,49,65,"178cm | 5'10""",0,414,1881,FC Schalke 04,Bundesliga,Austria
Orban,77,CB,Normal,700,2,3,M \ H,62,34,52,57,76,78,"186cm | 6'1""",-3,359,1577,RB Leipzig,Bundesliga,Germany
Gnabry,77,LM,Normal,1.5K,4,3,M \ M,88,74,69,81,43,66,"173cm | 5'8""",3,421,1868,Werder Bremen,Bundesliga,Germany
Vallejo,77,CB,Normal,800,2,3,L \ H,73,38,58,64,78,72,"183cm | 6'0""",2,383,1706,Eint. Frankfurt,Bundesliga,Spain
Schøne,77,CM,Normal,700,3,3,M \ M,59,76,81,77,54,59,"176cm | 5'9""",1,406,1936,Ajax,Eredivisie,Denmark
Karsdorp,77,RB,Normal,1.5K,2,4,H \ M,87,63,71,73,72,79,"184cm | 6'0""",1,445,1995,Feyenoord,Eredivisie,Netherlands
Azmoun,77,ST,Normal,8.6K,3,4,M \ L,82,76,64,75,39,67,"178cm | 5'10""",1,403,1847,FC Rostov,Russian League,Iran
Wilson Eduardo,77,LW,Normal,400,3,3,H \ M,81,78,73,77,30,68,"179cm | 5'10""",0,407,1875,SC Braga,LIGA NOS,Portugal
Odjidja-Ofoe,77,CM,Normal,950,3,4,M \ M,69,71,78,72,69,80,"183cm | 6'0""",1,439,2014,Legia Warszawa,Ekstraklasa,Belgium
Campaña,77,CM,Normal,700,3,3,M \ L,67,69,78,76,66,72,"179cm | 5'10""",0,428,1962,Levante UD,Liga Adelante,Spain
Blandi,77,ST,Normal,700,3,3,M \ M,66,78,60,71,38,64,"180cm | 5'10""",0,377,1759,San Lorenzo,Primera División,Argentina
Larsson,77,LW,Normal,700,4,2,M \ M,78,72,72,83,54,65,"180cm | 5'10""",0,424,1883,sc Heerenveen,Eredivisie,Sweden
Hoolahan,77,CAM,StPatrick,15.25K,4,2,H \ L,63,68,76,77,45,49,"168cm | 5'6""",1,378,1781,Norwich City,EFL Championship,Republic of Ireland
Whelan,77,CDM,StPatrick,9.4K,3,4,M \ H,44,66,72,69,74,77,"180cm | 5'10""",0,402,1922,Stoke City,Premier League,Republic of Ireland
Gibson,77,CM,StPatrick,13.75K,2,4,M \ M,59,68,78,71,74,74,"180cm | 5'10""",1,424,1974,Sunderland,Premier League,Republic of Ireland
Long,77,ST,StPatrick,9.9K,3,3,H \ H,84,74,60,75,37,81,"180cm | 5'10""",3,411,1861,Southampton,Premier League,Republic of Ireland
Stéphane,77,CAM,Normal,750,4,3,M \ M,78,72,74,81,67,74,"168cm | 5'6""",1,446,2067,Montpellier HSC,Ligue 1,Benin
Gaël,77,LM,Normal,400,4,3,M \ M,80,69,74,81,38,60,"173cm | 5'8""",-1,402,1846,RC Deportivo,LaLiga Santander ,France
Erkin,77,LB,Normal,9.1K,3,2,H \ M,83,74,77,80,69,76,"181cm | 5'11""",1,459,2142,Inter,Calcio A,Turkey
Kolašinac,77,LB,Normal,950,2,2,M \ H,80,49,60,63,78,87,"183cm | 6'0""",7,417,1811,Arsenal,Premier League,Bosnia Herzegovina
André Pinto,77,CB,Normal,700,2,2,M \ M,52,47,56,49,78,80,"194cm | 6'4""",0,362,1632,Sporting CP,LIGA NOS,Portugal
Erkin,77,LB,Normal,400,3,2,H \ M,83,74,77,80,69,76,"181cm | 5'11""",0,459,2142,Beşiktaş JK,Süper Lig,Turkey
Davies,77,CB,Normal,400,2,3,M \ M,68,38,48,54,78,78,"188cm | 6'2""",0,364,1602,Derby County,EFL Championship,England
Padelli,77,GK,Normal,400,1,2,M \ M,78,79,63,77,49,77,"191cm | 6'3""",0,423,677,Inter,Calcio A,Italy
Lux,77,GK,Normal,400,1,2,M \ M,75,72,79,78,29,76,"186cm | 6'1""",0,409,792,River Plate,Primera División,Argentina
González,77,CB,Normal,400,2,3,M \ M,74,45,52,59,78,71,"186cm | 6'1""",0,379,1680,Bologna,Calcio A,Costa Rica
Bou,77,ST,Normal,400,3,4,M \ L,75,76,66,73,30,73,"178cm | 5'10""",0,393,1825,Tijuana,LIGA Bancomer MX,Argentina
Javi Varas,77,GK,Normal,400,1,3,M \ M,80,71,73,81,51,74,"182cm | 5'11""",0,430,904,Granada CF,LaLiga Santander ,Spain
Rodriguez,77,LM,Normal,400,3,4,H \ L,82,77,69,77,32,69,"185cm | 6'0""",0,406,1833,West Brom,Premier League,England
Córdoba,77,ST,Normal,450,3,3,H \ H,80,74,61,73,39,82,"186cm | 6'1""",0,409,1854,1. FC Köln,Bundesliga,Colombia
Lössl,77,GK,Normal,400,1,2,M \ M,79,70,71,79,62,78,"195cm | 6'4""",0,439,840,Huddersfield,EFL Championship,Denmark
Cigarini,77,CM,Normal,600,2,4,M \ M,67,66,81,76,62,64,"175cm | 5'8""",0,416,1954,Cagliari,Calcio A,Italy
Maicon,77,LM,Normal,700,3,3,M \ M,93,70,69,74,32,72,"183cm | 6'0""",0,410,1826,Antalyaspor,Süper Lig,Brazil
Sels,77,GK,Normal,400,1,3,M \ M,81,71,72,78,37,75,"189cm | 6'2""",0,414,814,RSC Anderlecht,Pro League,Belgium
Schwegler,77,CDM,Normal,400,2,4,M \ M,61,69,77,76,74,70,"178cm | 5'10""",0,427,2014,Hannover 96,Bundesliga 2,Switzerland
De Maio,77,CB,Normal,700,2,3,M \ H,67,31,37,38,77,83,"190cm | 6'2""",0,333,1477,Bologna,Calcio A,France
Haller,77,ST,Normal,700,3,3,M \ L,77,75,55,73,25,75,"190cm | 6'2""",1,380,1696,Eint. Frankfurt,Bundesliga,France
Kongolo,77,LB,Normal,400,2,4,M \ H,80,42,62,62,78,75,"188cm | 6'2""",0,399,1812,AS Monaco,Ligue 1,Netherlands
Tielemans,77,CM,Normal,400,3,5,M \ M,60,73,77,77,67,64,"177cm | 5'9""",0,418,1987,AS Monaco,Ligue 1,Belgium
Karsdorp,77,RB,Normal,1.2K,2,4,H \ M,87,63,71,73,72,79,"184cm | 6'0""",2,445,1995,Roma,Calcio A,Netherlands
Sandro,77,ST,Normal,700,3,4,H \ M,78,80,64,78,27,66,"175cm | 5'8""",2,393,1812,Everton,Premier League,Spain
Gnabry,77,LM,Normal,2K,4,3,M \ M,88,74,69,81,43,66,"173cm | 5'8""",0,421,1868,FC Bayern,Bundesliga,Germany
Pellegrini,77,CM,Normal,800,2,3,M \ M,77,64,75,75,70,72,"186cm | 6'1""",2,433,1927,Roma,Calcio A,Italy
Fábio Coentrão,77,LB,Normal,700,3,2,M \ M,76,65,73,76,76,67,"179cm | 5'10""",0,433,1983,Sporting CP,LIGA NOS,Portugal
Pizarro,77,CDM,Normal,400,2,3,M \ H,58,60,71,66,72,84,"186cm | 6'1""",0,411,1900,Sevilla FC,LaLiga Santander ,Argentina
De Guzmán,77,CAM,Normal,400,4,4,H \ M,78,74,76,79,50,64,"173cm | 5'8""",0,421,1964,Eint. Frankfurt,Bundesliga,Netherlands
Okore,77,CB,Normal,700,2,3,M \ H,79,41,49,59,74,83,"183cm | 6'0""",0,385,1677,Aalborg BK,Alka Superliga,Denmark
Tete,77,RB,Normal,400,2,3,M \ H,79,42,60,68,79,76,"180cm | 5'10""",0,404,1787,Olympique Lyon,Ligue 1,Netherlands
Depoitre,77,ST,Normal,700,2,3,H \ H,65,74,62,64,37,86,"191cm | 6'3""",0,388,1711,Huddersfield,EFL Championship,Belgium
Trejo,77,CAM,Normal,400,4,4,H \ M,73,72,76,81,62,72,"180cm | 5'10""",0,436,2005,Rayo Vallecano,Liga Adelante,Argentina
Yuri,77,LB,Normal,650,3,3,H \ M,78,55,63,69,76,81,"177cm | 5'9""",2,422,1949,PSG,Ligue 1,Spain
Dani Ceballos,77,CM,Normal,700,3,3,M \ M,67,59,74,81,49,57,"176cm | 5'9""",1,387,1779,Real Madrid,LaLiga Santander ,Spain
Calleri,77,ST,Normal,400,3,2,H \ M,76,74,61,73,39,74,"175cm | 5'8""",0,397,1813,UD Las Palmas,LaLiga Santander ,Argentina
Dos Santos,77,CB,Normal,450,2,3,M \ M,64,39,53,52,78,76,"182cm | 5'11""",0,362,1655,CD Leganés,LaLiga Santander ,Argentina
Corchia,77,RB,Normal,600,3,3,H \ M,75,65,75,75,76,72,"176cm | 5'9""",1,438,2055,Sevilla FC,LaLiga Santander ,France
Odjidja-Ofoe,77,CAM,Normal,700,3,4,M \ M,69,71,78,72,69,80,"183cm | 6'0""",1,439,2014,Olympiakos CFP,Hellas Liga,Belgium
Gnabry,77,LM,Normal,450,4,3,M \ M,88,74,69,81,43,66,"173cm | 5'8""",2,421,1868,1899 Hoffenheim,Bundesliga,Germany
Bertolacci,77,CM,Normal,400,3,3,M \ M,76,70,76,79,66,73,"179cm | 5'10""",0,440,2011,Genoa,Calcio A,Italy
Schär,77,CB,Normal,400,2,4,H \ H,66,63,70,65,76,78,"186cm | 6'1""",0,418,1962,RC Deportivo,LaLiga Santander ,Switzerland
Fajr,77,CAM,Normal,400,4,4,M \ M,68,72,79,77,48,67,"178cm | 5'10""",0,411,1909,Getafe CF,Liga Adelante,Morocco
Whelan,77,CDM,Normal,400,3,4,M \ H,44,66,72,69,74,77,"180cm | 5'10""",0,402,1922,Aston Villa,EFL Championship,Republic of Ireland
Inler,77,CDM,Normal,400,2,4,M \ M,54,69,74,72,74,73,"183cm | 6'0""",0,416,1973,Başakşehir,Süper Lig,Switzerland
Manquillo,77,RB,Normal,700,2,3,H \ M,81,44,65,72,73,74,"180cm | 5'10""",1,409,1847,Newcastle Utd,EFL Championship,Spain
Vangioni,77,LB,Normal,700,3,2,H \ M,88,64,70,73,71,73,"181cm | 5'11""",0,439,2007,Monterrey,LIGA Bancomer MX,Argentina
Feddal,77,CB,Normal,800,2,2,M \ M,58,49,58,57,78,76,"190cm | 6'2""",0,376,1674,Real Betis,LaLiga Santander ,Morocco
Azmoun,77,ST,Normal,400,3,4,M \ L,82,76,64,75,39,67,"178cm | 5'10""",0,403,1847,Rubin Kazan,Russian League,Iran
N'Doye,77,CM,Normal,700,2,2,H \ H,58,71,72,66,76,90,"192cm | 6'3""",0,433,1963,Birmingham City,EFL Championship,Senegal
Tatarusanu,77,GK,Normal,400,1,3,M \ M,74,75,74,78,50,79,"195cm | 6'4""",0,430,823,FC Nantes,Ligue 1,Romania
Pallois,77,CB,Normal,400,2,3,M \ H,64,50,61,58,77,82,"190cm | 6'2""",-1,392,1698,FC Nantes,Ligue 1,France
Aigner,77,RM,Normal,400,3,4,M \ M,83,70,72,76,42,65,183,0,0,1871,Colorado Rapids,MLS,Germany
Costa,77,CM,Normal,400,3,2,M \ M,65,71,76,75,70,72,176,0,0,2029,UD Almería,Liga Adelante,Argentina
Tabanou,77,LB,Normal,400,3,3,H \ M,76,71,77,75,74,73,178,0,0,2085,EA Guingamp,Ligue 1,France
Gillet,77,CDM,Normal,400,3,3,H \ H,68,73,74,72,76,78,186,0,0,2039,Olympiakos CFP,Hellas Liga,Belgium
Djourou,77,CB,Normal,400,2,3,M \ M,69,36,58,60,77,75,191,0,0,1634,Antalyaspor,Süper Lig,Switzerland
Kranevitter,77,CDM,Normal,400,2,3,L \ M,66,46,66,69,76,75,179,0,0,1802,Zenit,Russian League,Argentina
Vecino,77,CM,Normal,400,3,3,H \ H,69,66,74,74,70,77,187,0,0,1945,Inter,Calcio A,Uruguay
Ghezzal,77,RW,Normal,400,4,3,M \ M,76,72,77,80,46,62,182,1,0,1890,AS Monaco,Ligue 1,Algeria
Víctor Rodríguez,77,CAM,Normal,400,3,4,M \ M,77,70,72,80,39,61,170,0,0,1812,Sounders FC,MLS,Spain
Adrián,77,ST,Normal,400,3,3,L \ L,76,73,67,81,27,66,"183cm | 6'0""",0,390,1791,RC Deportivo,LaLiga Santander ,Spain
Domínguez,77,CAM,Normal,400,3,4,H \ L,62,77,75,79,33,58,"175cm | 5'8""",0,384,1825,Rayo Vallecano,Liga Adelante,Argentina
Benassi,77,CM,Normal,800,3,3,M \ M,69,70,74,76,71,77,"184cm | 6'0""",0,437,2015,Fiorentina,Calcio A,Italy
Lemina,77,CM,Normal,750,3,3,M \ M,79,66,76,79,64,78,"183cm | 6'0""",0,442,2019,Southampton,Premier League,Gabon
Dalbert,77,LB,Normal,700,2,3,H \ M,90,63,70,79,72,73,"181cm | 5'11""",0,447,1965,Inter,Calcio A,Brazil
Iturbe,77,RW,Normal,700,4,3,M \ M,92,70,67,84,25,54,"169cm | 5'6""",0,392,1801,Tijuana,LIGA Bancomer MX,Paraguay
Belözoglu,76,CM,Normal,400,2,3,M \ M,53,73,81,75,63,66,"170cm | 5'6""",-2,411,1989,Başakşehir,Süper Lig,Turkey
Cannavaro,76,CB,Normal,400,2,3,L \ H,34,44,52,52,78,70,"185cm | 6'0""",0,330,1558,Sassuolo,Calcio A,Italy
Stekelenburg,76,GK,Normal,500,1,4,M \ M,78,73,81,76,35,74,"197cm | 6'5""",0,417,791,Everton,Premier League,Netherlands
Tarantini,76,CM,Normal,400,3,3,M \ M,53,73,71,71,68,78,"188cm | 6'2""",1,414,1933,Rio Ave FC,LIGA NOS,Portugal
O'Shea,76,CB,Normal,3.8K,2,3,M \ H,33,33,57,54,78,66,"190cm | 6'2""",0,321,1524,Sunderland,Premier League,Republic of Ireland
Lambert,76,ST,Normal,4.1K,2,4,H \ M,40,81,71,67,34,71,"188cm | 6'2""",0,364,1807,Cardiff City,EFL Championship,England
Bizzarri,76,GK,Normal,1.9K,1,3,M \ M,77,76,67,75,55,79,"193cm | 6'3""",0,429,825,Pescara,Calcio A,Argentina
Kuyt,76,CAM,Normal,8K,3,2,H \ H,66,77,73,71,68,77,"183cm | 6'0""",4,432,2021,Feyenoord,Eredivisie,Netherlands
Rimando,76,GK,Normal,400,1,4,M \ M,73,74,74,80,58,74,"178cm | 5'10""",0,433,961,Real Salt Lake,MLS,United States
Collins,76,CB,Normal,450,2,3,L \ H,40,47,53,45,76,79,"193cm | 6'3""",1,340,1590,West Ham,Premier League,Wales
Olsson,76,CB,Normal,1.9K,2,3,M \ M,52,56,63,52,75,76,"193cm | 6'3""",-3,374,1733,West Brom,Premier League,Sweden
Coloccini,76,CB,Normal,400,2,4,M \ M,58,53,60,61,76,72,"184cm | 6'0""",0,380,1785,San Lorenzo,Primera División,Argentina
Crouch,76,ST,Normal,400,3,3,M \ M,53,76,69,66,32,70,"201cm | 6'7""",7,366,1680,Stoke City,Premier League,England
Maccarone,76,ST,Normal,9.9K,3,4,H \ M,69,80,64,76,29,65,"180cm | 5'10""",0,383,1781,Empoli,Calcio A,Italy
Lehmann,76,CDM,Normal,450,2,3,M \ H,38,65,74,68,72,74,"179cm | 5'10""",0,391,1911,1. FC Köln,Bundesliga,Germany
Routledge,76,LM,Normal,400,4,4,M \ M,78,66,70,81,36,64,"170cm | 5'6""",1,395,1773,Swansea City,Premier League,England
Boruc,76,GK,Normal,400,1,3,M \ M,77,72,62,83,41,74,"193cm | 6'3""",0,409,814,Bournemouth,Premier League,Poland
Bovo,76,CB,Normal,2.8K,2,3,M \ M,55,50,54,59,78,70,"181cm | 5'11""",0,366,1748,Torino,Calcio A,Italy
Altintop,76,CAM,Normal,400,3,4,M \ M,58,75,73,74,33,71,"186cm | 6'1""",0,384,1803,FC Augsburg,Bundesliga,Turkey
McAuley,76,CB,Normal,450,2,3,L \ H,42,43,50,42,78,76,"195cm | 6'4""",0,331,1520,West Brom,Premier League,Northern Ireland
Jonatan Soriano,76,ST,Normal,3.9K,3,3,M \ L,61,78,74,79,30,68,"178cm | 5'10""",0,390,1878,RB Salzburg,O. Bundesliga,Spain
Plašil,76,CM,Normal,400,3,5,M \ M,51,65,79,75,58,58,"182cm | 5'11""",0,386,1859,Bordeaux,Ligue 1,Czech Republic
Pinilla,76,ST,Normal,0,3,3,H \ M,68,75,57,70,27,76,"187cm | 6'1""",0,373,1763,Atalanta,Calcio A,Chile
Douchez,76,GK,Normal,400,1,3,M \ M,75,76,71,77,39,74,"186cm | 6'1""",0,412,770,RC Lens,Domino's Ligue 2,France
Hallfreðsson,76,CM,Normal,500,3,3,H \ H,68,65,77,74,71,75,"185cm | 6'0""",0,430,2003,Udinese,Calcio A,Iceland
Briand,76,ST,Normal,400,3,3,H \ M,77,74,70,72,47,75,"183cm | 6'0""",0,415,1913,EA Guingamp,Ligue 1,France
Brienza,76,CM,Normal,500,3,4,M \ M,66,68,79,81,53,48,"168cm | 5'6""",0,395,1904,Bari,Calcio B,Italy
Pazzini,76,ST,Normal,400,2,3,M \ M,68,71,56,69,26,66,"180cm | 5'10""",1,356,1699,Hellas Verona,Calcio B,Italy
Storari,76,GK,Normal,1.9K,1,2,M \ M,78,76,66,78,49,75,"187cm | 6'1""",0,422,837,Cagliari,Calcio A,Italy
Barton,76,CM,Normal,6.3K,3,3,M \ H,55,69,76,73,70,81,"180cm | 5'10""",-4,424,2023,Rangers,Scottish Prem,England
Janko,76,ST,Normal,700,2,2,M \ M,51,79,53,63,35,78,"196cm | 6'5""",2,359,1629,FC Basel,Raiffeisen SL,Austria
Fletcher,76,CM,Normal,2.1K,2,3,M \ H,54,68,74,68,81,74,"184cm | 6'0""",0,419,1957,West Brom,Premier League,Scotland
Javi Guerra,76,ST,Normal,7.7K,3,3,M \ M,73,77,58,70,40,69,"179cm | 5'10""",0,387,1793,Rayo Vallecano,Liga Adelante,Spain
Morel,76,LB,Normal,400,2,2,M \ M,75,63,67,63,77,76,"172cm | 5'7""",0,421,1970,Olympique Lyon,Ligue 1,France
Marshall,76,GK,Normal,400,1,3,M \ M,76,72,67,78,48,77,"190cm | 6'2""",0,418,788,Hull City,Premier League,Scotland
Edú,76,ST,Normal,400,2,3,H \ M,77,75,67,74,48,79,"185cm | 6'0""",0,420,1903,Jeonbuk FC,K LEAGUE Classic,Brazil
Barbosa,76,GK,Normal,400,1,2,M \ M,75,73,79,78,62,71,"188cm | 6'2""",0,438,863,Villarreal CF,LaLiga Santander ,Argentina
Ayhan,76,CB,Normal,1.3K,2,2,L \ H,45,32,44,49,77,79,"192cm | 6'3""",0,326,1402,Başakşehir,Süper Lig,Turkey
Tito,76,RB,Normal,0,2,3,M \ M,73,45,65,70,74,71,"174cm | 5'8""",0,398,1790,Granada CF,LaLiga Santander ,Spain
Andrés Fernández,76,GK,Normal,400,1,3,M \ M,80,71,68,79,58,72,"184cm | 6'0""",0,428,943,Villarreal CF,LaLiga Santander ,Spain
Cejudo,76,RM,Normal,500,3,5,H \ M,77,67,70,80,50,72,"180cm | 5'10""",0,416,1895,Real Betis,LaLiga Santander ,Spain
Iván Ramis,76,CB,Normal,700,2,3,M \ M,35,61,65,57,77,79,"188cm | 6'2""",0,374,1811,SD Eibar,LaLiga Santander ,Spain
Arbeloa,76,RB,Normal,550,2,3,M \ M,68,55,67,59,80,74,"184cm | 6'0""",-2,403,1833,West Ham,Premier League,Spain
Pinola,76,CB,Normal,450,2,3,H \ M,72,50,67,70,76,76,"183cm | 6'0""",0,411,1870,Rosario Ctral. ,Primera División,Argentina
Anyukov,76,RB,Normal,400,2,3,H \ H,73,45,69,64,76,62,"178cm | 5'10""",0,389,1816,Zenit,Russian League,Russia
Luíz Carlos,76,CDM,Normal,2.6K,2,3,M \ H,65,59,68,73,74,77,"175cm | 5'8""",0,416,1958,Al-Ahli,ALJ League,Brazil
Gekas,76,ST,Normal,400,2,4,M \ L,69,75,60,66,30,63,"179cm | 5'10""",2,363,1730,FC Sion,Raiffeisen SL,Greece
Salin,76,GK,Normal,8.8K,1,2,M \ M,78,72,67,77,28,72,"185cm | 6'0""",0,394,806,EA Guingamp,Ligue 1,France
Utaka,76,ST,Normal,700,3,3,H \ L,84,74,62,74,34,79,"178cm | 5'10""",1,407,1821,S-Hiroshima,Meiji Yasuda J1,Nigeria
Puncheon,76,CAM,Normal,450,3,2,M \ L,76,75,76,78,36,68,"173cm | 5'8""",1,409,1886,Crystal Palace,Premier League,England
Tettey,76,CDM,Normal,700,3,3,M \ H,73,71,69,70,73,82,"180cm | 5'10""",0,438,2005,Norwich City,EFL Championship,Norway
Àngel Rangel,76,RB,Normal,400,3,3,M \ M,59,59,71,72,79,75,"180cm | 5'10""",0,415,1916,Swansea City,Premier League,Spain
Schäfer,76,LB,Normal,400,2,3,H \ M,66,67,76,72,74,73,"184cm | 6'0""",0,428,1999,VfL Wolfsburg,Bundesliga,Germany
Adam,76,CM,Normal,400,3,3,M \ L,50,78,81,72,60,76,"185cm | 6'0""",0,417,2004,Stoke City,Premier League,Scotland
McCormack,76,ST,Normal,850,3,4,H \ M,75,76,72,75,28,72,"175cm | 5'8""",0,398,1864,Aston Villa,EFL Championship,Scotland
Markel Bergara,76,CDM,Normal,1.1K,2,3,L \ H,53,65,72,61,75,78,"181cm | 5'11""",0,404,1880,Real Sociedad,LaLiga Santander ,Spain
Sivok,76,CB,Normal,4.7K,2,3,M \ H,53,48,62,62,77,75,"184cm | 6'0""",1,377,1738,Bursaspor,Süper Lig,Czech Republic
Villar,76,GK,Normal,400,1,3,M \ M,75,74,74,77,31,79,"180cm | 5'10""",0,410,787,Colo-Colo,Camp. Scotiabank,Paraguay
Corona,76,GK,Normal,400,1,3,M \ M,75,80,72,73,47,76,"184cm | 6'0""",0,423,827,Cruz Azul,LIGA Bancomer MX,Mexico
Marveaux,76,CAM,Normal,4.4K,3,3,M \ M,70,71,77,79,52,61,"172cm | 5'7""",0,410,1920,FC Lorient,Ligue 1,France
Russ,76,CB,Normal,800,2,2,M \ M,51,48,57,48,77,75,"190cm | 6'2""",0,356,1624,Eint. Frankfurt,Bundesliga,Germany
Obbadi,76,CM,Normal,2.1K,3,4,M \ M,65,68,77,73,70,65,"172cm | 5'7""",0,418,1988,LOSC Lille,Ligue 1,Morocco
Gelson Fernandes,76,CDM,Normal,400,2,3,M \ H,69,56,68,68,74,81,"179cm | 5'10""",0,416,1890,Stade Rennais,Ligue 1,Switzerland
Peralta,76,ST,Normal,400,3,4,H \ M,71,74,66,73,37,75,"179cm | 5'10""",1,396,1855,América,LIGA Bancomer MX,Mexico
Beausejour,76,LB,Normal,400,3,2,H \ M,82,66,72,76,72,81,"178cm | 5'10""",0,449,2036,Uni. de Chile,Camp. Scotiabank,Chile
Barroso,76,CB,Normal,400,2,3,M \ M,72,51,58,55,77,74,"175cm | 5'8""",0,387,1782,Colo-Colo,Camp. Scotiabank,Argentina
Boselli,76,ST,Normal,400,2,3,H \ L,65,74,64,69,33,75,"185cm | 6'0""",-1,380,1756,Club León,LIGA Bancomer MX,Argentina
Konko,76,RB,Normal,4.9K,3,3,H \ M,79,59,71,73,73,73,"184cm | 6'0""",1,428,1962,Atalanta,Calcio A,France
Ivanov,76,CAM,Normal,400,3,3,M \ M,69,70,78,73,62,80,"192cm | 6'3""",0,432,1934,Terek Grozny,Russian League,Russia
Naismith,76,CAM,Normal,400,3,3,H \ H,77,73,66,76,50,79,"178cm | 5'10""",0,421,1933,Norwich City,EFL Championship,Scotland
Heaton,76,GK,Normal,1.4K,1,3,M \ M,76,75,71,78,52,76,"188cm | 6'2""",1,428,813,Burnley,Premier League,England
Pocognoli,76,LB,Normal,4.8K,3,3,H \ M,77,59,68,73,73,76,"181cm | 5'11""",2,426,1974,Brighton,EFL Championship,Belgium
Féret,76,CM,Normal,400,3,4,H \ M,54,74,76,75,55,68,"187cm | 6'1""",0,402,1912,SM Caen,Ligue 1,France
Onuoha,76,CB,Normal,700,2,2,M \ M,76,36,58,62,76,79,"188cm | 6'2""",1,387,1707,QPR,EFL Championship,England
Aogo,76,CDM,Normal,1K,2,3,M \ M,71,55,75,75,75,76,"184cm | 6'0""",0,427,2001,FC Schalke 04,Bundesliga,Germany
Bruno Gama,76,RM,Normal,400,3,4,M \ L,74,69,75,78,41,60,"176cm | 5'9""",0,397,1852,RC Deportivo,LaLiga Santander ,Portugal
Khune,76,GK,Normal,700,1,5,M \ M,75,72,90,77,55,74,"181cm | 5'11""",0,443,1067,Kaizer Chiefs,South African FL,South Africa
Izco,76,CM,Normal,1.3K,2,3,M \ H,72,66,74,76,70,74,"180cm | 5'10""",0,432,1941,Chievo Verona,Calcio A,Argentina
Doka,76,LM,Normal,2.2K,3,3,H \ L,80,73,73,78,33,64,"178cm | 5'10""",2,401,1857,Başakşehir,Süper Lig,Brazil
Cássio,76,GK,Normal,400,1,2,M \ M,81,70,66,78,42,73,"186cm | 6'1""",1,410,847,Rio Ave FC,LIGA NOS,Brazil
Bebé,76,LM,Normal,700,3,4,M \ L,85,72,70,77,25,75,"190cm | 6'2""",1,404,1789,SD Eibar,LaLiga Santander ,Portugal
Evandro,76,CM,Normal,2.7K,3,4,M \ M,66,71,77,80,50,61,"179cm | 5'10""",0,405,1907,FC Porto,LIGA NOS,Brazil
Balta,76,CB,Normal,900,2,3,M \ M,51,67,71,66,77,73,"184cm | 6'0""",0,405,1888,Galatasaray SK,Süper Lig,Turkey
Kerzhakov,76,GK,Normal,10K,1,3,M \ M,75,76,73,74,38,77,"191cm | 6'3""",0,413,769,Zenit,Russian League,Russia
Ari,76,ST,Normal,8.4K,3,3,M \ M,79,75,71,75,35,80,"180cm | 5'10""",0,415,1887,FC Krasnodar,Russian League,Brazil
Kuzmanovic,76,CM,Normal,0,3,3,M \ M,52,69,74,69,70,74,"186cm | 6'1""",0,408,1912,Málaga CF,LaLiga Santander ,Serbia
Milicevic,76,CF,Normal,0,3,4,M \ M,75,77,79,75,31,53,"170cm | 5'6""",0,390,1851,KAA Gent,Pro League,Switzerland
Ireland,76,CAM,Normal,5.8K,3,3,M \ M,60,67,73,76,46,60,"173cm | 5'8""",0,382,1822,Stoke City,Premier League,Republic of Ireland
Buonanotte,76,CAM,Normal,750,4,4,M \ L,78,66,75,82,24,42,"161cm | 5'3""",0,367,1735,Uni. Católica,Camp. Scotiabank,Argentina
Miku,76,ST,Normal,1.2K,3,3,M \ H,75,73,58,75,40,70,"185cm | 6'0""",1,391,1767,Rayo Vallecano,Liga Adelante,Venezuela
Eschenko,76,RB,Normal,400,2,3,H \ H,80,56,69,69,73,72,"176cm | 5'9""",0,419,1866,Spartak Moskva,Russian League,Russia
Aythami Artiles,76,CB,Normal,400,2,3,H \ M,42,41,57,52,77,78,"184cm | 6'0""",0,347,1609,UD Las Palmas,LaLiga Santander ,Spain
Diego Capel,76,LM,Normal,1.7K,4,2,H \ M,85,65,66,83,43,51,"173cm | 5'8""",0,393,1838,RSC Anderlecht,Pro League,Spain
